29
10
12
14
15
13
31
11
12
13
13
14
13
9
21
17
38
34
29
37
46
44
51
50
72
47
65
50
37
103
55
37
110
131
165
304
155
235
163
161
214
144
199
136
136
145
182
156
154
203
167
138
